model,text,text_hash,predicted_label,predicted_score,all_labels,all_scores,status
facebook_bart,MENISCOP INJURY,3cc930216ef1047f1c4a836c4badfe57,moderate severity,0.5194631218910217,"['moderate severity', 'medium severity', 'high severity', 'low severity', 'critical']","[0.5194631218910217, 0.293757826089859, 0.10696019232273102, 0.04198214039206505, 0.037836719304323196]",success
facebook_bart,INGUINAL AND UMBILICAL HERNIA,c63c511edbb6165148aacd40a63f4f94,moderate severity,0.3767015337944031,"['moderate severity', 'medium severity', 'critical', 'high severity', 'low severity']","[0.3767015337944031, 0.34227079153060913, 0.12702234089374542, 0.11565759032964706, 0.03834781050682068]",success
facebook_bart,ENDOMETRIOSIS ADHERENCES,28b1220c14b93b889f1ee1c6d4ad7bc9,critical,0.3250046372413635,"['critical', 'high severity', 'moderate severity', 'medium severity', 'low severity']","[0.3250046372413635, 0.21175748109817505, 0.18134860694408417, 0.1638496220111847, 0.11803960055112839]",success
facebook_bart,VOCAL CORD PAPILLOMA,0ad729f8487ce61efa8054538767ae21,critical,0.4388394355773926,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.4388394355773926, 0.1845935732126236, 0.18026144802570343, 0.10959061235189438, 0.08671490848064423]",success
facebook_bart,NOSE BONES FRACTURE,200101b1218ac9bdba8591fc60d206ab,critical,0.44024279713630676,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.44024279713630676, 0.19639655947685242, 0.1449398249387741, 0.13586169481277466, 0.08255906403064728]",success
facebook_bart,SD METICO IN STUDY,95b53042ed561c028ca7e311a059d78e,medium severity,0.4175475537776947,"['medium severity', 'high severity', 'moderate severity', 'critical', 'low severity']","[0.4175475537776947, 0.362199604511261, 0.08250845223665237, 0.08172430098056793, 0.05602007731795311]",success
facebook_bart,BASEL CELL CARCINOMA,17d5f39b2b118edb8576c368ed550da0,critical,0.33706891536712646,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.33706891536712646, 0.29127034544944763, 0.20294933021068573, 0.09379948675632477, 0.074911929666996]",success
facebook_bart,CHRONIC PELVIC PAIN,7ded0fe372329d3581c648ae95f0373e,high severity,0.5970842242240906,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5970842242240906, 0.3380759358406067, 0.03219148889183998, 0.016333527863025665, 0.016314862295985222]",success
facebook_bart,ABDOMINAL PAIN IN STUDY,2e144be8702868fed513e3b4daf0ec47,high severity,0.38090425729751587,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.38090425729751587, 0.23925644159317017, 0.16309095919132233, 0.12685906887054443, 0.08988931775093079]",success
facebook_bart,NEUROFIBROMATOSIS??,f402eee8a0a158c3860de75d58435467,high severity,0.34106895327568054,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.34106895327568054, 0.3237774670124054, 0.13482047617435455, 0.10877618193626404, 0.09155690670013428]",success
facebook_bart,UMBILICAL HERNIA.,4c81bb487fe288cc583b22e2178a5be9,moderate severity,0.4923979640007019,"['moderate severity', 'medium severity', 'critical', 'low severity', 'high severity']","[0.4923979640007019, 0.39810749888420105, 0.04258568584918976, 0.03925615921616554, 0.027652626857161522]",success
facebook_bart,essential hypertension,b38567254d04f3eac1801ee443294b0b,high severity,0.5780689120292664,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5780689120292664, 0.3794264793395996, 0.023885026574134827, 0.0111567173153162, 0.007462882436811924]",success
facebook_bart,Decompensated type 2 diabetes mellitus,c1650fc6974fa0e5697843c066b1d4b8,low severity,0.3159187138080597,"['low severity', 'moderate severity', 'medium severity', 'critical', 'high severity']","[0.3159187138080597, 0.225001722574234, 0.22009143233299255, 0.1341392546892166, 0.10484883189201355]",success
facebook_bart,Moderate persistent bronchial asthma,7c2dd13e3224c097e960e1c0305257a1,moderate severity,0.3552812337875366,"['moderate severity', 'medium severity', 'low severity', 'critical', 'high severity']","[0.3552812337875366, 0.35030868649482727, 0.2862246036529541, 0.00635828822851181, 0.001827163272537291]",success
facebook_bart,POWDER EXPLOSION IN LEFT HAND.,b1dc96b059cc0a55299901c98ce6bcbe,critical,0.40272724628448486,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.40272724628448486, 0.3916260898113251, 0.09837029129266739, 0.06299217790365219, 0.04428418353199959]",success
facebook_bart,ADENOMIOSIS,7a9c3ef768ea527dcb475c164b3dff4e,high severity,0.3968410789966583,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.3968410789966583, 0.28498315811157227, 0.12760168313980103, 0.09613258391618729, 0.09444145858287811]",success
facebook_bart,CLAVICLE FRACTURE.,490bb276306148b51c6027f0fb8906ea,critical,0.4311651885509491,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.4311651885509491, 0.17620249092578888, 0.17118410766124725, 0.13966751098632812, 0.08178065717220306]",success
facebook_bart,HPB,2b12732c7be9239aee508aa9a5352dc9,high severity,0.5023387670516968,"['high severity', 'medium severity', 'moderate severity', 'critical', 'low severity']","[0.5023387670516968, 0.16548870503902435, 0.12382857501506805, 0.12047623842954636, 0.08786768466234207]",success
facebook_bart,EMB FINISHED.,bd9af7ce05d1311f0cf07dc09beb228d,moderate severity,0.6191504597663879,"['moderate severity', 'medium severity', 'critical', 'low severity', 'high severity']","[0.6191504597663879, 0.1545420140028, 0.1274806261062622, 0.055268336087465286, 0.04355849325656891]",success
facebook_bart,VOMITING AND CHRONIC DIARRHEA,6a231099033ed76a2d7828bfba630687,high severity,0.5102412104606628,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5102412104606628, 0.2854868173599243, 0.12093829363584518, 0.044825904071331024, 0.03850780054926872]",success
facebook_bart,CHRONIC OTITIS MEDIA,0873e072c2af3fe5e65a332c7cba5ad7,critical,0.7466855049133301,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.7466855049133301, 0.1687496453523636, 0.0461977943778038, 0.02384955808520317, 0.0145174665376544]",success
facebook_bart,BENIGN LEFT BREAST TUMOR,2d0b43477a1cacc9742496659353561b,high severity,0.33853867650032043,"['high severity', 'moderate severity', 'medium severity', 'critical', 'low severity']","[0.33853867650032043, 0.20735836029052734, 0.19005991518497467, 0.1694386899471283, 0.09460432827472687]",success
facebook_bart,DISC HERNIATION,c6ffa5a1e181d90c1069161b2774bc61,critical,0.3438226282596588,"['critical', 'high severity', 'moderate severity', 'low severity', 'medium severity']","[0.3438226282596588, 0.22346541285514832, 0.15134857594966888, 0.1476610004901886, 0.13370247185230255]",success
facebook_bart,PHIMOSIS,215204c262e21784cef5cb167e0a8db4,low severity,0.4861646890640259,"['low severity', 'moderate severity', 'medium severity', 'critical', 'high severity']","[0.4861646890640259, 0.2946709394454956, 0.15498454868793488, 0.05352303385734558, 0.010656863451004028]",success
facebook_bart,HYPOTONIA.,3a1f88d9036177febf5b56f89cfc0840,high severity,0.702998161315918,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.702998161315918, 0.11424070596694946, 0.09384752810001373, 0.05288638174533844, 0.03602728620171547]",success
facebook_bart,PANCREAS CYST,69c716f3f7a5da02af98bbec3b3a40e8,high severity,0.31556645035743713,"['high severity', 'moderate severity', 'critical', 'low severity', 'medium severity']","[0.31556645035743713, 0.20863108336925507, 0.18090137839317322, 0.1476706713438034, 0.14723047614097595]",success
facebook_bart,THYROID CA,bdcaa6bb8fe440d13b2a2125dbfaf37a,high severity,0.4129822552204132,"['high severity', 'medium severity', 'critical', 'low severity', 'moderate severity']","[0.4129822552204132, 0.18156862258911133, 0.16890351474285126, 0.13208718597888947, 0.10445837676525116]",success
facebook_bart,RIGHT SHOULDER INJURY,bee3e3aa1b146db83c64ee06fb46df07,medium severity,0.27731919288635254,"['medium severity', 'high severity', 'critical', 'moderate severity', 'low severity']","[0.27731919288635254, 0.24092185497283936, 0.22842542827129364, 0.15683941543102264, 0.09649408608675003]",success
facebook_bart,UMBILICAL HERNIA,df6eb5b7b2450412978c1ffceac9d515,moderate severity,0.49450066685676575,"['moderate severity', 'medium severity', 'critical', 'low severity', 'high severity']","[0.49450066685676575, 0.39226123690605164, 0.042499903589487076, 0.03900022804737091, 0.0317380353808403]",success
facebook_bart,KIDNEY LITHIASIS,4810a2fff4e97a5c5361fbfe984f951a,critical,0.3080519735813141,"['critical', 'high severity', 'medium severity', 'low severity', 'moderate severity']","[0.3080519735813141, 0.27608662843704224, 0.16733911633491516, 0.15609563887119293, 0.09242664277553558]",success
facebook_bart,LEFT BENIGN BREAST TUMOR,61583016dd1137aba36abf0f28c972de,high severity,0.35371503233909607,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.35371503233909607, 0.20532238483428955, 0.17208820581436157, 0.14947766065597534, 0.11939679086208344]",success
facebook_bart,BLADDER LISTIASIS,afa1d24e7bbd8c23c617c9d3dc43fc43,low severity,0.691979169845581,"['low severity', 'high severity', 'critical', 'medium severity', 'moderate severity']","[0.691979169845581, 0.16319401562213898, 0.09587875008583069, 0.027559343725442886, 0.021388733759522438]",success
facebook_bart,MAMA'S CA,acf26fd0aa29e484aad3ef19550dee10,critical,0.27876386046409607,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.27876386046409607, 0.2605825960636139, 0.1968083530664444, 0.18195262551307678, 0.08189255744218826]",success
facebook_bart,UPPER DIGESTIVE TRACT HEMORRHAGE,c305a98cc73909a35b01e185cb09f346,high severity,0.5795978903770447,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5795978903770447, 0.1258966475725174, 0.12147324532270432, 0.09540893137454987, 0.07762326300144196]",success
facebook_bart,SEVERE PULMONARY HYPERTENSION.,a2f9a1b045af217eceebe120bd4ed42f,high severity,0.8687223792076111,"['high severity', 'critical', 'low severity', 'moderate severity', 'medium severity']","[0.8687223792076111, 0.10137797892093658, 0.010767647065222263, 0.010201823897659779, 0.008930091746151447]",success
facebook_bart,Malignant bile duct tumor,21e48095a5971eaad064959501d88b67,high severity,0.5856388211250305,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5856388211250305, 0.2518496811389923, 0.09841446578502655, 0.03691968321800232, 0.02717730402946472]",success
facebook_bart,AORTIC STENOSIS AND TYPE A AORTA ANEURYSM,43cbdb0442fad8adc90b3395a04a9b81,high severity,0.5019434690475464,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.5019434690475464, 0.2501380443572998, 0.11317846179008484, 0.07704754173755646, 0.05769241228699684]",success
facebook_bart,"ACUTE ABDOMEN, SUSPECTED PERITONITIS.",828239c7b3a84e10241f3d4cd2f97343,high severity,0.5832726359367371,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5832726359367371, 0.20330359041690826, 0.12533298134803772, 0.06137879192829132, 0.026712052524089813]",success
facebook_bart,HEALTHY PTE,572f4e8bacc97488897947c92f2c07d9,moderate severity,0.45828911662101746,"['moderate severity', 'low severity', 'medium severity', 'critical', 'high severity']","[0.45828911662101746, 0.3607056140899658, 0.09901471436023712, 0.07504412531852722, 0.0069465236738324165]",success
facebook_bart,LEFT HIP PAIN,445b40923010d0b868923ca6ca735ed2,high severity,0.44385284185409546,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.44385284185409546, 0.20209304988384247, 0.16134224832057953, 0.09979274123907089, 0.09291915595531464]",success
facebook_bart,UMBILICAL HERNIORRHAPHY,00868bfcdc32bd4406f8f33565ad228d,medium severity,0.4415152966976166,"['medium severity', 'moderate severity', 'high severity', 'low severity', 'critical']","[0.4415152966976166, 0.2549332082271576, 0.1572294682264328, 0.07810692489147186, 0.06821510195732117]",success
facebook_bart,ORCHIDOPEXY AND HERNIORRHAPHY,731c50be50a5ee831a3a973ba9b0202a,high severity,0.4772211015224457,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.4772211015224457, 0.26022031903266907, 0.1403198093175888, 0.07096750289201736, 0.05127124860882759]",success
facebook_bart,EOSINOPHILIC ESOPHAGITIS,e3992dde79b8ee7c0824b367ef0fc179,high severity,0.3843437135219574,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.3843437135219574, 0.25955459475517273, 0.13154208660125732, 0.12390382587909698, 0.10065573453903198]",success
